,,,,,,,,,,,,,,,,,,
,Park,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Non-Recreation Visits,Recreation Hours,Non-Recreation Hours,"Concessioner
Lodging","Concessioner
Camping",Tent Campers,RV Campers,Backcountry Campers,Non-Recreation Overnight Stays,Misc. Overnight Stays
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,7,"45,851","45,851","307,364","45,851","1,464","1,223",0,0,1,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,8,"54,221","54,221","355,613","54,221","1,679",838,0,0,7,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,9,"35,205","52,808","249,883","52,808","1,612","1,608",0,0,1,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,10,"35,205","52,807","254,464","52,807","1,727","1,872",0,0,4,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,11,"25,700","59,966","171,586","59,966","1,094",354,0,0,1,0,0
,Canyon de Chelly NM,CACH,National Monument,Intermountain ,AZ,2018,12,"20,409","47,621","131,035","47,621",629,86,0,0,0,0,0
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,1,"9,575",0,"48,612",0,0,0,123,189,149,0,0
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,2,"14,323",0,"77,295",0,0,0,189,255,470,0,0
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,3,"66,521",0,"534,586",0,0,0,"1,544",948,"9,119",0,48
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,4,"88,731",0,"711,114",0,0,0,"1,653","1,438","12,185",0,87
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,5,"106,796",0,"815,892",0,0,0,"1,691","1,389","13,963",0,58
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,6,"85,834",0,"596,889",0,0,0,"1,664","1,576","7,606",0,58
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,7,"68,150",0,"416,988",0,0,0,926,384,"5,093",0,46
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,8,"74,737",0,"443,369",0,0,0,"1,135",488,"5,036",0,12
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,9,"96,447",0,"671,640",0,0,0,"1,731","1,222","9,364",0,45
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,10,"81,353",0,"639,610",0,0,0,"1,570","1,642","10,372",0,62
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,11,"35,062",0,"283,296",0,0,0,816,801,"4,707",0,0
,Canyonlands NP,CANY,National Park,Intermountain ,UT,2018,12,"11,920",0,"62,502",0,0,0,179,185,311,0,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,1,"1,089",750,"3,089",750,0,0,0,0,550,350,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,2,791,300,"2,291",300,0,0,0,0,300,200,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,3,571,350,"1,571",350,0,0,0,0,325,350,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,4,758,350,"1,958",350,0,0,0,0,325,350,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,5,825,450,"2,125",450,0,0,0,0,400,350,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,6,"1,074",500,"2,574",500,0,0,0,0,475,475,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,7,"1,457",750,"3,757",750,0,0,0,0,500,375,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,8,"1,441",750,"3,741",750,0,0,0,0,500,750,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,9,"1,304",750,"3,604",750,0,0,0,0,500,450,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,10,"1,580",750,"4,580",750,0,0,0,0,500,0,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,11,"2,652","1,250","7,652","1,250",0,0,0,0,"1,200",0,0
,Cape Krusenstern NM,CAKR,National Monument,Alaska,AK,2018,12,"1,545",750,"4,545",750,0,0,0,0,725,600,0
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,1,"15,526",818,"19,035",818,0,0,245,73,22,0,0
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,2,"21,053","1,359","28,792","1,359",0,0,231,136,87,0,0
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,3,"84,364","8,690","159,220","8,690",0,0,"2,771","2,498","1,022",0,0
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,4,"137,321","4,504","233,247","4,504",0,0,"1,899","4,353",951,0,309
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,5,"193,280","6,211","273,774","6,211",0,0,"2,083","4,178",915,0,322
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,6,"149,564","3,833","233,883","3,833",0,0,"3,179","3,734",142,0,402
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,7,"140,103","6,082","223,017","6,082",0,0,"4,459","2,928",43,0,423
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,8,"121,651","5,178","201,950","5,178",0,0,"3,701","2,955",89,0,440
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,9,"166,826","8,011","257,852","8,011",0,0,"4,111","2,741",248,0,360
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,10,"138,490","5,000","193,964","5,000",0,0,"1,277","2,645",378,0,189
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,11,"42,478","1,925","75,579","1,925",0,0,722,836,141,0,0
,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2018,12,"16,971","3,824","19,591","3,824",0,0,144,66,10,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,1,"1,562",35,"1,562",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,2,"1,436",35,"1,436",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,3,"6,201",35,"6,201",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,4,"2,503",35,"2,503",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,5,"5,744",35,"8,616",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,6,"10,397",35,"15,596",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,7,"12,599",35,"18,898",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,8,"8,936",35,"13,404",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,9,"7,384",35,"11,076",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,10,"5,563",35,"8,344",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,11,"3,754",35,"3,754",35,0,0,0,0,0,0,0
,Capulin Volcano NM,CAVO,National Monument,Intermountain ,NM,2018,12,"1,332",35,"1,332",35,0,0,0,0,0,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,1,"19,172",0,"70,152",0,0,0,0,0,10,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,2,"21,051",0,"77,168",0,0,0,0,0,14,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,3,"64,669",0,"236,956",0,0,0,0,0,60,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,4,"33,182",0,"122,690",0,0,0,0,0,8,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,5,"39,735",0,"150,194",0,0,0,0,0,20,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,6,"63,091",0,"250,476",0,0,0,0,0,11,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,7,"76,302",0,"301,392",0,0,0,0,0,6,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,8,"37,116",0,"147,862",0,0,0,0,0,7,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,9,"31,053",0,"123,275",0,0,0,0,0,8,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,10,"44,238",0,"183,034",0,0,0,0,0,21,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,11,"27,358",0,"100,286",0,0,0,0,0,15,0,0
,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2018,12,"8,945",0,"32,882",0,0,0,0,0,4,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,1,"8,356",180,"11,381",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,2,"12,271",180,"16,714",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,3,"13,505",180,"18,395",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,4,"5,897",180,"8,032",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,5,"3,093",180,"4,213",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,6,"2,255",180,"3,071",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,7,"1,971",180,"2,685",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,8,"1,594",180,"2,171",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,9,"2,471",180,"3,365",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,10,"4,130",180,"5,625",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,11,"4,988",180,"6,795",180,0,0,0,0,0,0,0
,Casa Grande Ruins NM,CAGR,National Monument,Intermountain ,AZ,2018,12,"2,464",180,"3,356",180,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,1,"55,257",0,"41,443",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,2,"68,259",0,"51,194",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,3,"111,801",0,"83,851",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,4,"77,922",0,"58,441",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,5,"72,915",0,"54,686",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,6,"61,658",0,"46,244",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,7,"73,485",0,"55,114",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,8,"47,797",0,"35,848",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,9,"41,129",0,"30,846",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,10,"41,956",0,"31,467",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,11,"60,323",0,"45,242",0,0,0,0,0,0,0,0
,Castillo de San Marcos NM,CASA,National Monument,Southeast ,FL,2018,12,"35,556",0,"26,667",0,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,1,"164,599",53,"82,580",53,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,2,"198,755",50,"100,158",50,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,3,"306,439",52,"154,094",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,4,"375,067",52,"188,668",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,5,"453,178",52,"227,779",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,6,"522,350",52,"262,800",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,7,"611,671",52,"308,270",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,8,"555,671",52,"279,108",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,9,"381,947",50,"192,024",50,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,10,"380,319",52,"190,860",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,11,"283,039",52,"142,290",52,0,0,0,0,0,0,0
,Castle Clinton NM,CACL,National Monument,Northeast ,NY,2018,12,"300,529",52,"150,866",52,0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,1,"22,353",465,"44,706",465,0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,2,"12,744",465,"25,488",465,0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,3,"15,364",465,"30,729",465,0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,4,"20,478",465,"40,956",465,0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,5,"37,943","3,794","75,886","3,794",0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,6,"58,156","5,816","128,479","5,816",0,0,386,290,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,7,"164,700","16,470","359,190","16,470",0,0,994,661,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,8,"137,587","13,759","297,314","13,759",0,0,734,496,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,9,"82,567","8,257","174,297","8,257",0,0,283,226,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,10,"48,803","4,880","97,606","4,880",0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,11,"24,510",465,"49,021",465,0,0,0,0,0,0,0
,Cedar Breaks NM,CEBR,National Monument,Intermountain ,UT,2018,12,"19,310",465,"38,620",465,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,1,843,0,422,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,2,"1,133",0,566,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,3,"1,216",0,608,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,4,"1,343",0,672,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,5,"1,155",0,578,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,6,909,0,454,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,7,"1,271",0,636,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,8,819,0,410,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,9,"1,050",0,525,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,10,"1,495",0,748,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,11,972,0,486,0,0,0,0,0,0,0,0
,Cesar E. Chavez NM,CECH,National Monument,Pacific West , ,2018,12,563,0,282,0,0,0,0,0,0,0,0
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,1,"15,986",420,"96,626",420,0,0,0,0,284,562,531
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,2,"24,878",397,"133,415",397,0,0,0,0,523,477,414
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,3,"30,668",715,"243,711",715,0,0,0,0,"1,171",850,"1,678"
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,4,"37,565",304,"419,761",304,0,0,0,0,"1,672","2,394","1,287"
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,5,"33,616","1,143","422,704","1,143",0,0,0,0,"1,979","1,022",639
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,6,"39,141",994,"471,492",994,0,0,0,0,"2,183","1,570","3,200"
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,7,"49,533",183,"530,999",183,0,0,0,0,"3,301",27,873
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,8,"39,684",36,"443,800",36,0,0,0,0,"3,377",54,828
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,9,"31,267",319,"338,458",319,0,0,0,0,"2,836",459,"4,846"
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,10,"26,844",466,"281,746",466,0,0,0,0,"1,843",333,"2,686"
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,11,"21,703",579,"207,970",579,0,0,0,0,"1,960",882,"1,197"
,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2018,12,"15,365",307,"134,384",307,0,0,0,0,334,536,364
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,1,"2,207",0,"2,291",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,2,"5,700",0,"8,700",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,3,"6,200",0,"9,700",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,4,"3,400",0,"5,400",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,5,"2,763",0,"2,963",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,6,"2,151",0,"2,231",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,7,"1,412",0,"1,530",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,8,"1,300",0,"1,700",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,9,"2,619",0,"5,019",0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,10,355,0,561,0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,11,650,0,868,0,0,0,0,0,0,0,0
,Charles Young Buffalo Soldiers NM,CHYO,National Monument,Midwest , ,2018,12,"2,691",0,"5,041",0,0,0,0,0,0,0,0
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,1,"5,405",300,"25,848",300,0,0,375,664,0,0,20
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,2,"8,272",300,"37,432",300,0,0,385,"1,089",0,0,27
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,3,"12,604",300,"58,870",300,0,0,992,990,0,0,216
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,4,"8,415",300,"47,788",300,0,0,912,"1,070",0,0,200
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,5,"4,118",300,"31,447",300,0,0,641,475,0,0,368
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,6,"2,738",300,"21,773",300,0,0,563,261,0,0,248
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,7,"2,553",300,"15,214",300,0,0,363,221,0,0,68
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,8,"2,280",300,"12,517",300,0,0,250,194,0,0,86
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,9,"2,835",300,"11,727",300,0,0,171,112,0,0,24
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,10,"4,457",300,"29,528",300,0,0,771,557,0,0,120
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,11,"4,817",300,"24,827",300,0,0,222,686,0,0,154
,Chiricahua NM,CHIR,National Monument,Intermountain ,AZ,2018,12,"2,083",300,"10,471",300,0,0,148,285,0,0,15
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,1,"14,295","26,307","31,874","26,307",0,0,11,15,4,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,2,"14,991","24,077","34,135","24,077",0,0,0,81,0,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,3,"28,094","24,930","83,212","24,930",0,0,651,762,94,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,4,"27,368","26,901","117,047","26,901",0,0,"1,236","2,716",51,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,5,"45,954","33,698","201,226","33,698",0,0,"4,229","2,749",73,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,6,"39,674","32,180","148,779","32,180",0,0,"2,227","2,079",24,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,7,"43,882","32,668","140,097","32,668",0,0,"1,935","1,095",37,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,8,"41,412","33,140","131,228","33,140",0,0,"1,750","1,032",43,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,9,"48,465","31,797","154,952","31,797",0,0,"1,258","2,128",18,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,10,"33,397","30,463","121,948","30,463",0,0,"1,232","2,164",17,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,11,"21,134","26,384","49,809","26,384",0,0,78,152,4,0,0
,Colorado NM,COLM,National Monument,Intermountain ,CO,2018,12,"16,801","24,732","37,568","24,732",0,0,15,26,2,0,0
,Congaree NP,CONG,National Park,Southeast ,SC,2018,1,"7,186",0,"29,458",0,0,0,0,0,34,0,361
,Congaree NP,CONG,National Park,Southeast ,SC,2018,2,"11,166",0,"52,279",0,0,0,0,0,139,0,800
,Congaree NP,CONG,National Park,Southeast ,SC,2018,3,"21,238",0,"96,635",0,0,0,0,0,350,0,"1,296"
,Congaree NP,CONG,National Park,Southeast ,SC,2018,4,"14,186",0,"71,938",0,0,0,0,0,146,0,"1,323"
,Congaree NP,CONG,National Park,Southeast ,SC,2018,5,"22,489",0,"89,667",0,0,0,0,0,83,0,"1,027"
,Congaree NP,CONG,National Park,Southeast ,SC,2018,6,"13,120",0,"54,020",0,0,0,0,0,46,0,687
,Congaree NP,CONG,National Park,Southeast ,SC,2018,7,"10,544",0,"37,531",0,0,0,0,0,27,0,268
,Congaree NP,CONG,National Park,Southeast ,SC,2018,8,"12,348",0,"45,263",0,0,0,0,0,78,0,333
,Congaree NP,CONG,National Park,Southeast ,SC,2018,9,"5,675",0,"22,504",0,0,0,0,0,14,0,260
,Congaree NP,CONG,National Park,Southeast ,SC,2018,10,"8,870",0,"41,471",0,0,0,0,0,41,0,702
,Congaree NP,CONG,National Park,Southeast ,SC,2018,11,"9,691",0,"48,113",0,0,0,0,0,65,0,887
,Congaree NP,CONG,National Park,Southeast ,SC,2018,12,"9,416",0,"33,768",0,0,0,0,0,0,0,276
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,1,"9,220","2,100","35,209","2,100",0,0,0,0,147,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,2,"8,000","2,400","31,881","2,400",0,0,0,0,194,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,3,"11,143","2,800","45,861","2,800",0,0,0,0,343,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,4,"19,790","4,800","73,386","4,800",0,0,0,0,206,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,5,"52,298","4,900","229,860","4,900","2,551",145,0,0,155,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,6,"110,842","6,100","639,914","6,100","7,468","6,327",0,0,297,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,7,"179,570","6,500","1,116,978","6,500","7,734","15,104","2,725",0,408,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,8,"134,628","3,900","879,672","3,900","7,059","12,399","2,052",0,325,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,9,"110,911","4,800","719,155","4,800","7,831","8,064","1,962",0,257,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,10,"58,308","3,300","238,862","3,300","2,004",0,0,0,136,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,11,"21,309","3,700","75,702","3,700",0,0,0,0,56,0,0
,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2018,12,"4,640","4,300","17,440","4,300",0,0,0,0,60,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,1,"3,288",0,"7,068",0,0,0,0,0,0,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,2,"4,514",0,"9,704",0,0,0,0,0,0,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,3,"7,220",0,"15,523",0,0,0,0,0,0,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,4,"13,996",0,"32,252",0,0,0,68,87,25,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,5,"35,071",0,"104,780",0,0,0,0,"2,297",117,0,34
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,6,"46,922",0,"144,947",0,0,0,"1,336","2,074",72,0,190
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,7,"54,856",0,"164,193",0,0,0,"1,510","1,972",55,0,318
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,8,"36,523",0,"114,985",0,0,0,"1,197","1,665",38,0,139
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,9,"41,721",0,"132,327",0,0,0,763,"2,654",24,0,112
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,10,"13,637",0,"43,422",0,0,0,115,"1,038",22,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,11,"3,173",0,"7,763",0,0,0,9,68,1,0,0
,Craters of the Moon NM & PRES,CRMO,National Monument,Pacific West ,ID,2018,12,"2,585",0,"5,559",0,0,0,0,0,0,0,0
,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2018,1,"87,889",0,"174,800",0,439,0,0,0,0,0,0
