,category,description,id,parkCode,title,url
0,Information,"From Mon. 1/6/20 through Tue. 3/24/20, the Birthplace will be on its winter schedule.

The Visitor Center will be closed Mon/Tue and the Historic Area, Beach, and Picnic Area will be open 10 am-4 pm.

From Wed-Sun, the park will be open from 10 am-4 pm.",6839684C-A3BC-A01D-88A514141C761C87,gewa,Winter Hours Schedule Starts Monday 1/6/20,
0,Information,"Starting Friday November 1, 2019 and continuing until Saturday February 29, 2020, the Visitor Center and trail to the Cliff Dwellings will be operating on Winter Hours.",669A2C0C-0640-268B-8F5D194E27532191,gicl,Winter Hours,
0,Information,Visitors will encounter closures and long travel delays in Many Glacier in 2020 and 2021 due to large-scale road construction projects.,21F84D9B-DDE6-C4BC-BF1BF910F61F6FF3,glac,Many Glacier Road Construction,https://www.nps.gov/glac/planyourvisit/manyglacier.htm
0,Information,"The no-burn season at Ocean Beach starts November 1 and ends March 1, 2020. Beach fires are prohibited during the no-burn season. The no-burn season avoids burning during the Bay Area Air Quality Management District's (BAAQMD) Winter Spare the Air season.",5A963462-04A7-6134-93D3F9BF5A1AE7ED,goga,Ocean Beach No-Burn Season: November 1 through End of February,https://www.nps.gov/goga/learn/management/obfireprogram.htm
0,Danger,Golden Spike is anticipating heavy snowfall from the evening of February 2 to the morning of February 3rd. The park visitor center will likely have a delayed opening to allow the staff to clear snow.,52F43140-9143-9248-A0B9E97A8E3963BF,gosp,Winter Storm Warning February 2-3,
0,Information,"Visitors relying on GPS Units, in order to direct them to our site, need to be cautious once they turn off State Highway 83. Several different GPS systems have misdirected visitors headed to our site. Road signs are more reliable as you approach the site.",3E3819AE-1DD8-B71B-0BBFDD8F9F43D300,gosp,GPS Units,
0,Information,The locomotives undergo scheduled maintenance from mid-October to early-April. The locomotives are generally available for viewing in the Engine House during the winter maintenance season. Self-guided and ranger led tours are available most weekends.,0371A3B1-B3DF-BD66-4CC5629FD5CC3F4D,gosp,Locomotives On Display in Engine House for Winter,https://www.nps.gov/gosp/planyourvisit/hours.htm
0,Park Closure,Due to icy conditions Snake Creek Road is closed at the park boundary.,142E69B5-9C8D-4EC0-856BFC3EBD5F7BE5,grba,Snake Creek Road Closed at Park Boundary,
0,Information,There is snow and ice on the Wheeler Peak Scenic Drive. The road is open for the first three miles to Upper Lehman Creek Campground. If warmer weather allows the road to open before next spring we will post it here!,3D935823-9350-48FF-A682F255528087E1,grba,Wheeler Peak Scenic Drive,
0,Danger,"Most of the snow on the S. Rim has melted, however, foot traction devices & trekking poles are recommended for those hiking into Grand Canyon, especially on Bright Angel Trail. Dry and mild weather expected through the weekend, then snow likely on Monday.",65C1FB6D-D064-878B-9CCD04D0850D92E0,grca,A Few Icy Spots Remain on Roads and Trails - Updated Saturday 02/01/2020 7 am,https://www.nps.gov/grca/planyourvisit/weather-condition.htm
0,Information,"The North Rim Campground will be on a first-come, first-served basis from May 15, 2020 to August 31, 2020 due to a major waterline replacement project. Normal reservations will resume September 1, 2020 through the remainder of the 2020 season.",6137D589-F2D1-3DF9-2EE6FB92E18E6812,grca,North Rim Campground Alert - 2020 Season.,https://www.nps.gov/grca/planyourvisit/cg-nr.htm
0,Information,"On Saturdays, Sundays and Holidays, with good weather, expect high crowds and long vehicle delays entering the park.  Please come early or late.  Park open 7 am through Sunset.  Between 10:30 am and 4 pm, wait times to enter can be 45 minutes to one hour.",6713F2B4-1DD8-B71C-07A15005BD6CAFCC,grfa,EXPECT DELAYS,
0,Information,"Entrance fees for Great Falls Park will increase effective January 1, 2020. More information on this increase can be found at the link below.",2F10B154-CACD-230E-94E0055203B532F6,grfa,January 2020 Fee Increase,https://www.nps.gov/grfa/learn/news/great-falls-entrance-fees-to-increase-january-1.htm
0,Information,The Medano Pass Primitive Road is CLOSED beginning at the Castle Creek Picnic Area (2.6 miles from the southern entrance of the road near the Piñon Flats Campground within the park).  This does NOT affect paved road access to the dunes.,08E2149C-CDF5-1B2A-23C14BAE1A0DA0FD,grsa,Winter Closures on Medano Pass Primitive Road,https://www.nps.gov/grsa/planyourvisit/medano-pass-road.htm
0,Park Closure,"Cades Cove and Laurel Creek Road past the Great Smoky Mountains Institute at Tremont will be closed beginning 8:00 pm Sunday, January 5 through February 29, 2020 for repairs to the Bote Mountain Tunnel on Laurel Creek Road. The roads will reopen March 1.",00111C8B-0D20-5A18-F29053A4BE63BA35,grsm,"Cades Cove Loop Road Closed Jan. 5-Feb. 29, 2020",
0,Park Closure,Weather and road conditions can vary greatly in different elevations. Go to https://twitter.com/smokiesroadsnps for the latest road and facility closures.,4BC5C336-E9F3-EE6B-0BE8C1EB8C44B9FD,grsm,Road Closures Due to Weather Conditions,https://twitter.com/smokiesroadsnps
0,Information,"Pets are not permitted on most trails or in the backcountry in Guadalupe Mountains National park. They are only allowed in areas accessed by vehicles, including roadsides, parking areas, picnic areas and campgrounds.",0D7D05F2-1DD8-B71B-0B7408F5F119A0C4,gumo,"Restrictions on pet(s) trail access - park policy for safety, resource protection and preservation",https://www.facebook.com/guadalupe.mountains/photos/a.206361422744978.48037.120924901288631/1413538925360549/?type=3&theater
0,Information,The Civil War Museum on High Street is temporarily closed due to water damage. Other museums in Lower Town are unaffected and remain open.,0731C205-1DD8-B71B-0BEB961F8F021ED8,hafe,Temporary Closure of Civil War Museum,
0,Park Closure,The bathrooms located by the park Bookstore in Lower Town will be closed for renovations until March 2020. There are signs in place to direct visitors to the bathrooms located in the John Brown Museum.,2954A5F7-C4F6-D827-90799897C22E2535,hafe,Lower Town Bathroom Closure,
0,Information,"Elevator service to the historic floor is unavailable until further notice due to repairs.  Regularly scheduled tours of the historic floor are still available but may be accessed by the stairs only.
We apologize for the inconvenience.",4482FBE0-155D-451F-674BDFEFCA5D9C70,hagr,No elevator service,
0,Information,"To reduce the spread of non-native seeds and diseases, please clean your vehicles and any horse or stock trailers before traveling into the park.",1E6B28C9-1DD8-B71B-0BECBADCE60CFE77,hale,Protect Our Native Species,
0,Information,The park is closed on Mondays and Tuesdays for the Winter season.,3F7990D6-E71F-5898-0F07A71A5A7A265C,hofu,"Park Standard Hours, open Wednesday through Sunday 9 to 5, are in effect until Memorial Day.",
0,Park Closure,"Due to physical security concerns related to the access of the Cutthroat Unit, the unit is closed to public access.",05F21E50-BD1B-CCED-9744962F976BAFFD,hove,Temporary Closure - Cutthroat Unit,https://www.nps.gov/hove/learn/management/cutthroat-closure-080618.htm
